idx,Periódico,Categoría,Título,Contenido,Clasificación,Score BERT,Tipo
504,Mediterráneo Digital,Internacional,el laboratorio moderna anuncia que está desarrollando una vacuna contra el hantavirus,el laboratorio biotecnológico estadounidense moderna ha informado este viernes de investigaciones preliminares para el desarrollo de una vacuna contra el hantavirus lo que ha propiciado que la firma farmacéutica se haya disparado más de un 14% en la bolsa de nueva york .el brote de hantavirus en el ...,No Clickbait,0.221,Ambos: No Clickbait
505,Mediterráneo Digital,Internacional,putin acusa a francia y reino unido de entregar tecnología nuclear a ucrania,el presidente de rusia vladimir putin ha acusado a francia y reino unido de proporcionar tecnología nuclear a ucrania una afirmación que eleva la tensión internacional en el contexto de la guerra y que ha ido acompañada de una advertencia sobre posibles consecuencias. las declaraciones del líder del...,No Clickbait,0.271,Ambos: No Clickbait
506,Mediterráneo Digital,Internacional,imputados 10 hombres por violar a un niño de 5 años,diez hombres de entre 29 y 50 años han sido imputados en el norte de francia como sospechosos de haber violado a un niño de 5 años bajo sumisión química y con el acuerdo de su padre. según informó la fiscalía de lille la investigación se originó a raíz de una fiesta de chemsex una práctica que consi...,No Clickbait,0.205,Ambos: No Clickbait
507,Mediterráneo Digital,Internacional,el narco desata su furia en méxico tras la muerte de el mencho líder del cártel jalisco nueva generación,la muerte de nemecio oseguera cervantes alias el mencho máximo líder del cártel jalisco nueva generación cjng ha provocado una oleada de violencia en distintos puntos de méxico y ha puesto a prueba la estrategia de seguridad de la nueva presidenta claudia sheinbaum en lo que ya se considera su prime...,No Clickbait,0.334,Ambos: No Clickbait
508,Mediterráneo Digital,Internacional,el ejército español fue quien detectó el misil iraní lanzado contra turquía,la crisis internacional provocada por la escalada militar en oriente próximo ha revelado un nuevo dato clave una unidad española integrada en la otan fue la primera en detectar el misil balístico que irán lanzó contra turquía país miembro de la alianza atlántica.según la información conocida en las ...,No Clickbait,0.221,Ambos: No Clickbait
509,Mediterráneo Digital,Internacional,francia alemania y reino unido se alinean con ee.uu. frente a irán y crece el riesgo de una guerra global,la escalada militar en oriente próximo ha dado un nuevo salto tras el posicionamiento de francia alemania y reino unido junto a estados unidos en el conflicto contra irán un movimiento que refuerza el bloque occidental y que eleva la crisis a una dimensión de alcance mundial. la implicación política...,No Clickbait,0.300,Ambos: No Clickbait
510,Mediterráneo Digital,Nacional,batalla campal entre venezolanos y gitanos por un partido de fútbol,el enfrentamiento se originó durante un partido de fútbol y derivó en una pelea con palos piedras y objetos contundentes.una pelea multitudinaria registrada en el distrito madrileño de latina ha terminado con cinco detenidos tras derivar en una batalla campal en plena vía pública según han confirmad...,No Clickbait,0.280,Ambos: No Clickbait
511,Mediterráneo Digital,Nacional,detenido un inmigrante sudamericano por violar e intentar matar a una mujer que conoció en una app de citas,los mossos desquadra detuvieron el pasado 16 de abril en arenys de mar barcelona a un inmigrante sudamericano de 30 años como presunto autor de los delitos de asesinato en grado de tentativa detención ilegal agresión sexual extorsión y contra la integridad moral tras atacar a una mujer que conoció m...,No Clickbait,0.251,Ambos: No Clickbait
512,Mediterráneo Digital,Nacional,1.200 inmigrantes armados con palos y garfios de hierro saltan la valla de melilla,unos 350 inmigrantes han conseguido saltar la valla de melilla a primera hora de este jueves un día después de que 491 personas lograran entrar por el mismo método a la ciudad autónoma. tal y como ha podido constatar efe este intento lo ha protagonizado un grupo muy numeroso de 1.200 personas según ...,No Clickbait,0.303,Ambos: No Clickbait
513,Mediterráneo Digital,Nacional,condenan a tres legionarios que llenaron de hachís un buque de guerra,el tribunal militar territorial segundo de sevilla ha condenado a tres cabos de la legión a tres años y 11 meses de cárcel y al pago de una multa de 520.000 euros por llevar 320 kilos de hachís en un buque de guerra. además los tres encausados perderán su empleo y serán suspendidos para el ejercicio...,No Clickbait,0.352,Ambos: No Clickbait
514,Mediterráneo Digital,Nacional,los musulmanes denuncian y boicotean los talleres lgtbi en la escuela,la comisión islámica de melilla ha mostrado a través de un comunicado su profundo malestar por los talleres con contenido lgtb organizados por el colegio público león sola de la ciudad autónoma. a través de sus redes sociales la comisión que aglutina a varias entidades islámicas de melilla considera...,No Clickbait,0.252,Ambos: No Clickbait
515,Mediterráneo Digital,Nacional,dimite el alcalde socialista de la algaba tras un presunto caso de acoso sexual a un menor,el alcalde de la algaba sevilla diego manuel agüera psoe ha presentado su dimisión tras conocerse que está siendo objeto de una doble investigación por un presunto caso de acoso sexual a un menor abierta tanto por la fiscalía como por la guardia civil. la renuncia llega en medio de la creciente pres...,No Clickbait,0.204,Ambos: No Clickbait
516,Mediterráneo Digital,Nacional,ceuta quiere prohibir a rubiales entrar en la ciudad,la asamblea de ceuta debatirá y votará el próximo martes declarar al ahora suspendido presidente de la real federación española de fútbol rfef luis rubiales persona non grata en la ciudad autónoma por la comisión de un presunto delito de agresión sexual radicalmente contrario a los derechos humanos ...,No Clickbait,0.447,Ambos: No Clickbait
517,Mediterráneo Digital,Nacional,el gobierno oculta el descarrilamiento de un tren de mercancías peligrosas en irún,el gobierno de españa no informó públicamente del descarrilamiento de un tren de mercancías que transportaba material peligroso ocurrido el pasado viernes en irún guipúzcoa un incidente que ha generado preocupación por la falta de transparencia y la ausencia de explicaciones oficiales inmediatas.el ...,No Clickbait,0.254,Ambos: No Clickbait
518,Mediterráneo Digital,Nacional,sánchez cede el control a marruecos de la aduana de ceuta y melilla,tras tres años de negociaciones marruecos y españa están ultimando los detalles para la apertura de las aduanas de ceuta y melilla .marruecos según informa el faro de melilla ha ganado la batalla de la aduana comercial. la delegada del gobierno sabrina moh ha llamado estos últimos días a determinado...,No Clickbait,0.246,Ambos: No Clickbait
519,Mediterráneo Digital,Nacional,la justicia abre diligencias contra un hombre que robó destrozó y defecó en la iglesia de san roque,el juzgado de instrucción de almería ha acordado la apertura de diligencias previas contra el individuo acusado de robar causar destrozos y realizar actos vandálicos en la iglesia de san roque en un suceso que ha generado una fuerte conmoción en la comunidad local.los hechos se produjeron en el inte...,No Clickbait,0.278,Ambos: No Clickbait
520,Mediterráneo Digital,Nacional,el psoe confirma que el ramadán será nuevo día festivo,síguenos en telegramel partido socialista obrero español ha traicionado a sus propias siglas. la vicepresidenta del gobierno de melilla la socialista gloria rojas ha anunciado el calendario laboral de la ciudad autónoma para 2022 que contará por primera vez con la pascua que celebra el final del mes...,No Clickbait,0.230,Ambos: No Clickbait
522,Mediterráneo Digital,Nacional,detenido un chileno por abusar sexualmente de su compañera de piso en palma,agentes de la policía nacional han detenido en palma a un hombre de nacionalidad chilena acusado de abusos sexuales continuados a su compañera de piso a quien habría sometido a tocamientos durante más de un mes según consta en la denuncia.los hechos se remontan al 24 de diciembre cuando la víctima u...,No Clickbait,0.279,Ambos: No Clickbait
523,Mediterráneo Digital,Nacional,detenido el dueño de una peluquería china de barcelona por financiar a hamás,los mossos desquadra han detenido al propietario de una peluquería de origen chino en cataluña como presunto responsable de un delito de financiación del terrorismo tras detectar el envío de alrededor de 600.000 euros en criptomonedas a una entidad vinculada a hamás .el arrestado ha quedado en liber...,No Clickbait,0.280,Ambos: No Clickbait
524,Mediterráneo Digital,Nacional,el hijo del presidente de israel anima a los musulmanes a invadir ceuta y melilla,queridos árabes y musulmanes. ¿queréis liberar tierras árabes e islámicas ocupadas? ¡aquí tenéis un buen comienzo! aseguró anoche en un mensaje que adjuntaba un mapa con las ciudades españolas en el norte de áfrica y otras islas en el mar de alborán.yair netanyahu hijo mayor del primer ministro isra...,No Clickbait,0.327,Ambos: No Clickbait
525,Mediterráneo Digital,Nacional,¡otro! el alcalde de algeciras denunciado por presunto acoso sexual,el alcalde de algeciras josé ignacio landaluce pp ha anunciado públicamente la suspensión temporal de su militancia en el partido popular después de que el psoe presentara una denuncia ante el tribunal supremo por un presunto delito de acoso sexual . el regidor sostiene que su decisión responde al p...,No Clickbait,0.250,Ambos: No Clickbait
526,Mediterráneo Digital,Nacional,detenido un nigeriano en málaga por clavarle un cuchillo en la cabeza a un hombre normal,la policía nacional ha detenido de nuevo en málaga a un inmigrante nigeriano acusado de protagonizar una brutal agresión en la barriada de guadalmar donde dejó una hoja de cuchillo incrustada en la cabeza de un hombre de 36 años . el arresto se produjo apenas tres días después del ataque cuando el s...,No Clickbait,0.303,Ambos: No Clickbait
